Repository Name,Image URL,Stars,Contributors,Forks,Repo Commits,Language,SHA,Downloadable URL,Description,First Repo Commit Date,View Commits,View Contributors,First View Commit Date,Difference Between I View Commit and I Repo Commit
opstree/OT-Microservices-Training,https://github.com/opstree/OT-Microservices-Training/blob/master/static/architecture.png,8,1,37,343,Go,0a6c2ab9a6eaeda6a95e8079854517e90c41eca4,https://github.com/opstree/OT-Microservices-Training/blob/master/static/architecture.png?raw=true,,2019-07-24 02:48:23,9.0,1.0,2020-07-08 09:10:23,350.0
victorshinya/serverless-chatbot,https://github.com/victorshinya/serverless-chatbot/blob/master/doc/source/images/architecture.jpg,8,1,3,17,JavaScript,667f814efbdb82b79900dfa94f86112da6e6a291,https://github.com/victorshinya/serverless-chatbot/blob/master/doc/source/images/architecture.jpg?raw=true,Create and deploy your chatbot using Serverless,2019-01-03 19:24:28,3.0,3.0,2019-01-03 20:17:28,0.0
itselavia/edge-computing-platform-for-deep-learning-apps,https://github.com/itselavia/edge-computing-platform-for-deep-learning-apps/blob/main/img/architecture.png,2,5,2,145,Python,43f0737d5635296b83be0eeba52d1a5d430df08f,https://github.com/itselavia/edge-computing-platform-for-deep-learning-apps/blob/main/img/architecture.png?raw=true,This is the code repository for CMPE295 Masters Project. Part of the curriculum for Masters in Software Engineering at San Jose State University.,2020-12-31 06:42:47,1.0,1.0,2021-04-13 00:33:32,102.0
danielfm/prometheus-for-developers,https://github.com/danielfm/prometheus-for-developers/blob/master/img/prometheus-architecture.png,452,2,27,35,JavaScript,7f9db42d586a00673b05c8b59e7fb9e7aafb2137,https://github.com/danielfm/prometheus-for-developers/blob/master/img/prometheus-architecture.png?raw=true,Practical introduction to Prometheus for developers.,2018-07-01 15:17:17,1.0,1.0,2018-07-01 16:18:03,0.0
cap-ntu/Video-to-Retail-Platform,https://github.com/cap-ntu/Video-to-Retail-Platform/blob/hysia_v2/server/static/media/server-system-architecture.jpg,138,5,43,151,Python,757c68d9de0778e3da8bbfa678d89251a6955573,https://github.com/cap-ntu/Video-to-Retail-Platform/blob/hysia_v2/server/static/media/server-system-architecture.jpg?raw=true,"An intelligent multimodal-learning based system for video, product and ads analysis. Based on the system, people can build a lot of downstream applications such as product recommendation, video retrieval, etc.",2019-10-04 05:22:09,1.0,1.0,2019-10-04 05:37:05,0.0
VanHakobyan/ISTC_Coding_School,https://docs.microsoft.com/en-us/dotnet/standard/parallel-programming/media/tpl-architecture.png,15,1,1,405,C#,b731602a58d95f47426cbfe964e4338178170a77,https://docs.microsoft.com/en-us/dotnet/standard/parallel-programming/media/tpl-architecture.png,"ISTC Foundation is one of the leading innovation centers in Armenia, founded by joint initiative of IBM, USAID, Armenian Government and Enterprise Incubator Foundation since 2015. Legally entity was registered in 2018.",2018-09-20 14:21:23,,,,
alfredcs/immersion_day_labs,https://github.com/alfredcs/immersion_day_labs/blob/main/sagemaker-studio-mlflow-integration/images/mlflow-architecture.png,2,1,1,56,Jupyter Notebook,8865a2af7e08fc8313633961e2d56f1556f6056f,https://github.com/alfredcs/immersion_day_labs/blob/main/sagemaker-studio-mlflow-integration/images/mlflow-architecture.png?raw=true,Hands-on labs for SageMaker,2023-02-02 18:18:52,1.0,1.0,2023-07-12 22:49:58,160.0
GoogleCloudPlatform/datacatalog-tag-engine,https://github.com/GoogleCloudPlatform/datacatalog-tag-engine/blob/cloud-run/static/architecture.png,39,2,16,468,Python,106b5d8307d19389679a6e54afbef93bfcc98904,https://github.com/GoogleCloudPlatform/datacatalog-tag-engine/blob/cloud-run/static/architecture.png?raw=true,"Tag Engine lets you automate the process of creating and populating metadata tags with Google Cloud's Data Catalog. Tag Engine is licensed under the Apache 2 license terms. Please make sure to read, understand and agree to the terms of the LICENSE and CONTRIBUTING files before proceeding.",2021-01-14 15:29:01,2.0,1.0,2023-07-26 21:58:33,923.0
BoraxTheClean/DevelopmentMachine,https://github.com/BoraxTheClean/DevelopmentMachine/blob/main/ArchitectureDiagram.png,17,2,5,19,Shell,67917a6c3d880cbfa06c791172916498170dd418,https://github.com/BoraxTheClean/DevelopmentMachine/blob/main/ArchitectureDiagram.png?raw=true,Code to deploy an EC2 instance for development purposes.,2020-05-26 23:49:28,1.0,1.0,2020-08-14 03:59:29,79.0
Vijay-Yosi/biostack,https://github.com/Vijay-Yosi/biostack/blob/master/apps/DeepKnee/pics/deepknee-architecture.png,34,2,6,285,,608186c99d1eb64e552d33b6361ef1226bb91062,https://github.com/Vijay-Yosi/biostack/blob/master/apps/DeepKnee/pics/deepknee-architecture.png?raw=true,,2020-05-21 02:49:19,1.0,1.0,2020-07-10 17:01:06,50.0
lubkoKuzenko/FE-Interview-Questions,https://github.com/lubkoKuzenko/FE-Interview-Questions/blob/main/Angular/images/architecture.png,32,2,7,89,,ca72bdbab78129c4d87671f7836810161ec41020,https://github.com/lubkoKuzenko/FE-Interview-Questions/blob/main/Angular/images/architecture.png?raw=true,,2020-12-03 10:17:23,1.0,1.0,2020-12-08 12:42:59,5.0
Luizbrandt/users-crud-salesforce,https://github.com/Luizbrandt/users-crud-salesforce/blob/main/img/Application-Architecture.png,2,1,1,39,RAML,c28f22fa73d55f38e60b1fc1344595426e66eb93,https://github.com/Luizbrandt/users-crud-salesforce/blob/main/img/Application-Architecture.png?raw=true,Simple Users Custom Object CRUD Mule API (Salesforce Integration).,2021-09-14 17:38:24,1.0,1.0,2021-09-14 18:35:11,0.0
becloudway/serverless-data-pipeline,https://github.com/becloudway/serverless-data-pipeline/blob/master/img/architecture.png,2,2,1,99,Python,fa24d8067ab858a8fca4dd0c2d259bb5e59912a7,https://github.com/becloudway/serverless-data-pipeline/blob/master/img/architecture.png?raw=true,,2020-04-06 12:55:19,8.0,1.0,2020-04-06 12:55:19,0.0
azuregomez/SecurePaaS,https://github.com/azuregomez/securepaas/blob/master/architecture.png,3,1,3,61,PowerShell,78b61ae2047d7e9ed0e7e9ac623f901e5e78e447,https://github.com/azuregomez/securepaas/blob/master/architecture.png?raw=true,Azure PaaS networking security,2019-03-13 20:34:28,1.0,1.0,2021-07-19 16:16:31,858.0
marekq/rss-lambda,https://github.com/marekq/rss-lambda/blob/master/docs/architecture.png,55,2,22,89,Python,d276d9374223f217e3403a33d2a072c8f957d395,https://github.com/marekq/rss-lambda/blob/master/docs/architecture.png?raw=true,"A Lambda function you can use to monitor the AWS blog feed. When a new blog post is found, a record is made in DynamoDB and an email is sent. ",2017-12-23 17:41:41,2.0,1.0,2020-07-21 22:50:08,941.0
Software-Engineering-DHBW/bikeminer,https://github.com/Software-Engineering-DHBW/bikeminer/blob/main/systemarchitecture_bikeminer.png,4,4,0,147,Dart,56f35b2f5b08f32b5fc8b8bff28dc74d654b7068,https://github.com/Software-Engineering-DHBW/bikeminer/blob/main/systemarchitecture_bikeminer.png?raw=true,This repository is for the advanced software engineering lecture 2022 at DHBW-Mannheim,2022-02-01 13:58:12,5.0,1.0,2022-03-29 11:20:03,55.0
mincloud1501/MSA_miniProject,https://github.com/mincloud1501/MSA_miniProject/blob/master/images/dockerarchitecture.png,22,1,9,46,Shell,1f7b219b2a7929b90b829dc45a3ed880d6036a17,https://github.com/mincloud1501/MSA_miniProject/blob/master/images/dockerarchitecture.png?raw=true,Docker 및 Kubernetes의 개념과  k8s설치 및 기본 운용 실습(using Minikube and GKE: Google Kubernetes Engine)을 통한 관련 기술 및 운용 고려사항에 관한 연구,2019-07-17 04:32:19,1.0,1.0,2020-07-09 01:04:23,357.0
zoolhelmy/ESP8266-Weather-Station,https://github.com/zoolhelmy/ESP8266-Weather-Station/blob/main/images/photo/Architecture.png,9,1,1,11849,C++,7e938b231fc9a6a9916ac1fa95fd20ce2916a637,https://github.com/zoolhelmy/ESP8266-Weather-Station/blob/main/images/photo/Architecture.png?raw=true,"IoT at home proof of concept with NodeMCU ESP8266. Accompanied with DHT22, BMP180, ML8511, MQ135 & KY037 sensors",2022-11-11 01:46:50,4.0,2.0,2022-11-15 01:43:08,3.0
pgrignaffini/AlgoCrowd,https://github.com/pgrignaffini/AlgoCrowd/blob/main/img/architecture_b.jpg,6,3,1,83,JavaScript,3d0349543d91292dd381bc57181abe992ea9968d,https://github.com/pgrignaffini/AlgoCrowd/blob/main/img/architecture_b.jpg?raw=true,Crowdfunding application based on Algorand Blockchain,2022-06-14 14:09:09,1.0,1.0,2022-06-29 10:33:33,14.0
spagnuolocarmine/serverless-computing-for-iot,https://github.com/spagnuolocarmine/serverless-computing-for-iot/blob/master/assets/iot-architecture.png,6,2,1,66,HTML,d0930be9e7c6c6dec043905dd03f948acd832fcf,https://github.com/spagnuolocarmine/serverless-computing-for-iot/blob/master/assets/iot-architecture.png?raw=true,An Open source serverless computing architecture for IoT,2018-10-17 15:06:43,1.0,1.0,2018-10-18 11:10:20,0.0
aurelien-m/raspberrypi-rustpy,https://github.com/aurelien-m/raspberrypi-rustpy/blob/master/Documentation/architecture.png,3,1,0,97,Rust,fdc693507d8eda9309ebd02c4b84cf865f3c76fb,https://github.com/aurelien-m/raspberrypi-rustpy/blob/master/Documentation/architecture.png?raw=true,Raspberry Pi hardware control server part of the Lumino project,2020-06-05 12:16:47,5.0,1.0,2020-06-25 13:37:11,20.0
denizTutuncu/SolanaPackage,https://github.com/denizTutuncu/SolanaPackage/blob/main/SolanaSwiftSDK/Media/Diagrams/architecture.drawio.png,4,1,0,436,Swift,aa89c509c8a54a2d44098d9fcc2a15f13fa99b44,https://github.com/denizTutuncu/SolanaPackage/blob/main/SolanaSwiftSDK/Media/Diagrams/architecture.drawio.png?raw=true,Solana iOS SDK,2022-04-29 07:00:25,1.0,1.0,2023-03-14 08:23:06,319.0
apache/apisix-dashboard,https://github.com/apache/apisix-dashboard/blob/master/docs/assets/images/architecture.png,855,103,455,1124,Go,e8bc9b94037a1d71728d4fb1f3c2e615485b69e3,https://github.com/apache/apisix-dashboard/blob/master/docs/assets/images/architecture.png?raw=true,Dashboard for Apache APISIX,2019-07-01 09:50:11,1.0,1.0,2021-02-25 08:27:25,604.0
EMERIC237/Restaurant-reservation-app,https://github.com/EMERIC237/Restaurant-reservation-app/blob/main/Screenshots/architecture.png,3,1,0,80,JavaScript,9c96d94eda262144594bd85619d501dac284e057,https://github.com/EMERIC237/Restaurant-reservation-app/blob/main/Screenshots/architecture.png?raw=true,Full stack app for restaurant reservaton.,2021-09-09 07:29:17,1.0,1.0,2021-09-22 16:42:56,13.0
s-sokolko/smev3_adapter_service,https://github.com/s-sokolko/smev3_adapter_service/blob/master/architecture.jpg,19,1,6,11,Python,e97320d161bc45bd27dde3c46207377ff213f872,https://github.com/s-sokolko/smev3_adapter_service/blob/master/architecture.jpg?raw=true,Web-сервис на python3 для работы с адаптером СМЭВ3 по HTTP,2019-08-14 06:41:26,1.0,1.0,2019-08-14 10:04:05,0.0
UoA-eResearch/hub-stack,https://github.com/UoA-eResearch/hub-stack/blob/master/ResearchHubArchitecture.png,8,10,0,2144,TypeScript,b535408822746c48fcb70a65e3210e9e11f7fbe3,https://github.com/UoA-eResearch/hub-stack/blob/master/ResearchHubArchitecture.png?raw=true,ResearchHub monorepo deployed to AWS. Angular front-end. Contentful/ElasticSearch Lambda function. Apollo GraphQL server. Terraform.,2020-05-20 01:16:52,2.0,2.0,2021-09-28 04:10:53,496.0
rinkako/CStoreDBMS,https://github.com/Rinkako/CStoreDB/blob/master/Pictures/ProjectArchitecture.png,13,2,3,43,C++,df61b67815791b247dd0143bcb23e848fde743dd,https://github.com/Rinkako/CStoreDB/blob/master/Pictures/ProjectArchitecture.png?raw=true,Simplified column-oriented DBMS implementation,2016-09-14 13:49:17,1.0,1.0,2017-03-22 03:51:59,188.0
i5ting/stuq-koa,https://github.com/i5ting/stuq-koa/blob/master/three-tier-architecture.png,174,1,35,95,JavaScript,3523bb6a58d7aea83633e60bec5737eb5e068bfe,https://github.com/i5ting/stuq-koa/blob/master/three-tier-architecture.png?raw=true,和StuQ合作的《下一代Web框架Koajs》在线课程文档,2016-03-13 04:53:01,1.0,1.0,2016-07-05 10:25:27,114.0
victor369basu/Real-time-stock-market-prediction,https://github.com/victor369basu/Real-time-stock-market-prediction/blob/master/images/Architecture2.png,615,1,114,29,JavaScript,0eb6e0360e4a79e023123ec7042985b3a8d3b46b,https://github.com/victor369basu/Real-time-stock-market-prediction/blob/master/images/Architecture2.png?raw=true,"In this repository, I have developed the entire server-side principal architecture for real-time stock market prediction with Machine Learning. I have used Tensorflow.js for constructing ml model architecture, and Kafka for real-time data streaming and pipelining.",2020-12-20 07:05:54,1.0,1.0,2020-12-20 07:05:54,0.0
IBM/logdna-cos,https://github.com/IBM/logdna-cos/blob/main/doc/source/images/architecture.png,4,3,8,32,JavaScript,5328628e8f7cc8bc2b6c27bdbeef992c6a0da91c,https://github.com/IBM/logdna-cos/blob/main/doc/source/images/architecture.png?raw=true,A Node.js function to send all log files from Cloud Object Storage to LogDNA,2020-04-14 03:51:05,2.0,2.0,2020-12-10 12:29:38,240.0
xinsongyan/talos_pal_locomotion_slmc,https://github.com/xinsongyan/talos_pal_locomotion_slmc/blob/master/imgs/torque_control_walking_architecture.jpg,4,3,2,12,C++,3ae43e663e2487678af397f245f65357d1ed108e,https://github.com/xinsongyan/talos_pal_locomotion_slmc/blob/master/imgs/torque_control_walking_architecture.jpg?raw=true,,2020-10-26 20:53:09,1.0,1.0,2020-10-26 20:53:09,0.0
conduitframework/conduit_amqp,https://hexdocs.pm/conduit_amqp/assets/architecture.png,8,8,9,91,Elixir,a1b9cad9a9931752907d1744ca4ade32904bb70e,https://hexdocs.pm/conduit_amqp/assets/architecture.png,,2016-11-22 04:12:50,,,,
FudanOCR/FudanOCR,https://github.com/FudanOCR/FudanOCR/blob/master/images/architecture.jpeg,10,5,1,326,Python,e6b18b0eefaf832b2eb7198f5df79e00bd4cee36,https://github.com/FudanOCR/FudanOCR/blob/master/images/architecture.jpeg?raw=true,"FudanOCR: A modularized and extensible OCR framework for text detection and recognition. The model group contains CRNN, MORAN, EAST and so on. FudanOCR is still under construction :muscle: ",2019-12-07 08:30:09,2.0,1.0,2020-02-29 05:28:52,83.0
CodisLabs/codis,https://github.com/CodisLabs/codis/blob/master/doc/pictures/architecture.png,12975,27,2718,1688,Go,de1ad026e329561c22e2a3035fbfe89dc7fef764,https://github.com/CodisLabs/codis/blob/master/doc/pictures/architecture.png?raw=true,Proxy based Redis cluster solution supporting pipeline and scaling dynamically,2014-10-27 05:53:28,7.0,3.0,2014-10-28 04:09:12,0.0
vectranetworks/AWS-Traffic-Mirroring-Session-Manager,https://github.com/vectranetworks/AWS-Traffic-Mirroring-Session-Manager/blob/master/docs/AWS_SessionMirror_Architecture.png,4,1,1,14,Python,d3137e4b649d4d54b3023fc7c860b11c7dd535a4,https://github.com/vectranetworks/AWS-Traffic-Mirroring-Session-Manager/blob/master/docs/AWS_SessionMirror_Architecture.png?raw=true,This tool automates the creation and maintenance AWS Session Mirrors (Network Tap) of Nitro based EC2 instances,2019-11-19 23:30:08,1.0,1.0,2019-11-20 17:05:42,0.0
securesecrets/shadeswap,https://github.com/securesecrets/shadeswap/blob/main/docs/Images/SC_Initialize_Architecture.png,6,9,2,480,Rust,909019eab9a07e23ff31a1b989f1db9f50e5d521,https://github.com/securesecrets/shadeswap/blob/main/docs/Images/SC_Initialize_Architecture.png?raw=true,,2022-03-08 03:36:53,1.0,1.0,2022-06-12 21:24:33,96.0
Spiderpig86/SmoresUnderflow,https://github.com/Spiderpig86/SmoresUnderflow/blob/master/images/Smores%20Underflow%20Architecture.png,13,2,3,143,TypeScript,db66ff244f3c539a68e8497756318509d1ae6171,https://github.com/Spiderpig86/SmoresUnderflow/blob/master/images/Smores%20Underflow%20Architecture.png?raw=true,:hotsprings: A scalable StackOverflow clone powered by microservices.,2019-05-12 18:48:28,1.0,1.0,2021-03-16 06:36:56,673.0
icoxfog417/karura,https://github.com/icoxfog417/karura/blob/master/doc/karura_architecture.PNG,9,1,1,24,Python,971778515da06709e16e891b8a8ae10256d60565,https://github.com/icoxfog417/karura/blob/master/doc/karura_architecture.PNG?raw=true,Easy machine learning platform on the kintone,2016-10-23 11:59:41,1.0,1.0,2016-11-07 07:09:40,14.0
hypertrack/live-app-android,https://github.com/hypertrack/live-app-android/blob/master/images/ArchitectureLiveApp.png,714,14,221,685,Java,7de564fdcd27e0422e3e694520c4c1da8d6f55a5,https://github.com/hypertrack/live-app-android/blob/master/images/ArchitectureLiveApp.png?raw=true,Build live location sharing in your Android app,2017-05-09 17:10:58,1.0,1.0,2020-02-24 23:48:23,1021.0
yuwen123441/NVMeAutomation,https://github.com/yuwen123441/NVMeAutomation/blob/master/images/Architecture.png,3,1,1,21,C,7dedae89a9a9b7a5f8d01ef079e967c07e82b378,https://github.com/yuwen123441/NVMeAutomation/blob/master/images/Architecture.png?raw=true,This is a automation framework for NVMe SSD,2019-09-10 00:57:05,1.0,1.0,2019-11-23 07:51:05,74.0
little-hands/webdbpress-2019-10-ddd,https://github.com/little-hands/webdbpress-2019-10-ddd/blob/master/image/architecture.png,50,1,3,32,Java,ab8768571b7cbd9f70c72476d508dee138211273,https://github.com/little-hands/webdbpress-2019-10-ddd/blob/master/image/architecture.png?raw=true,WEB+DB PRESS 2019年10月号「体験 ドメイン駆動設計 モデリングから実装までを一気に制覇」サンプルコード,2019-09-08 07:00:31,1.0,1.0,2019-10-05 04:17:44,26.0
Mustenaka/back-end-do,https://github.com/Mustenaka/back-end-do/blob/main/.\doc\pic\Architecture.png,15,1,3,111,Python,ea9d8b790bb3a27137957361d7e6a7e36bbcd5d4,https://github.com/Mustenaka/back-end-do/blob/main/.\doc\pic\Architecture.png?raw=true,给女票做的408答题小程序的后端，使用Python的Flask设计，毕业设计后端程序 - 是一个题目登陆的WebAPI接口,2021-02-28 13:18:08,,,,
Sanperolo/The-Intelligent-Bike,https://github.com/Sanperolo/The-Intelligent-Bike/blob/master/images/The_Intelligent_Bike_Architecture.png,3,3,1,50,Python,366722ebe3b1b5a9d01f582d552e095cd8e5907c,https://github.com/Sanperolo/The-Intelligent-Bike/blob/master/images/The_Intelligent_Bike_Architecture.png?raw=true,Connectivity of bike´s sensors with mqtt protocol and angular front end,2018-10-31 18:10:21,4.0,3.0,2018-11-02 10:11:12,1.0
Legmo/hotquotes,http://legmo.ru/GitHub/Architecture-small.jpg,3,1,0,300,TypeScript,6b69ab3cb8be765c221a8933071fb2bdd5e54ef6,http://legmo.ru/GitHub/Architecture-small.jpg,Single page application. React JS,2022-05-16 14:09:12,,,,
turkcellcloud/jupyter-openshift,https://github.com/vOrcunus/jupyter-openshift/blob/master/png/architecture.png,7,1,1,24,Python,2d481ad979274adf3b089ede15974f04625f57c5,https://github.com/vOrcunus/jupyter-openshift/blob/master/png/architecture.png?raw=true,Jupyter on OpenShift 3.11,2020-04-23 06:58:08,1.0,1.0,2020-04-23 14:41:52,0.0
padok-team/dojo-terraform-aws-security,https://github.com/padok-team/dojo-terraform-aws-security/blob/main/insecure_architecture.png,2,5,2,26,HCL,e64185df3fb07b0939eb3a4f4fd8afc2778d47e7,https://github.com/padok-team/dojo-terraform-aws-security/blob/main/insecure_architecture.png?raw=true,Hands-on introduction to secure AWS resources with Terraform.,2021-10-19 16:33:17,1.0,1.0,2021-10-19 16:33:17,0.0
EOS-Nation/dfuse-docs,https://github.com/EOS-Nation/dfuse-docs/blob/master/static/drawings/general_architecture.png,2,16,2,682,SCSS,08b954feb9e7eac14f4400b87665a5f6955aee66,https://github.com/EOS-Nation/dfuse-docs/blob/master/static/drawings/general_architecture.png?raw=true,,2019-09-25 20:45:55,2.0,1.0,2020-07-10 21:59:28,289.0
sproutt/eussya-eussya-view,https://woowabros.github.io/img/2019-10-02/the-clean-architecture.png,20,5,0,283,TypeScript,226a5b62dfecbbe0dd3db81f41151126ce36fe74,https://woowabros.github.io/img/2019-10-02/the-clean-architecture.png,"개발자 동기부여 웹서비스 ""으쌰으쌰""",2020-03-03 14:17:34,,,,
rackerlabs/scantron,https://github.com/rackerlabs/scantron/blob/master/img/scantron_architecture_overview.png,720,7,148,452,Python,175f93c501780f09befb7127028a141b1e5a1b3f,https://github.com/rackerlabs/scantron/blob/master/img/scantron_architecture_overview.png?raw=true,"A distributed nmap / masscan scanning framework complete with scan scheduling, engine pooling, subsequent scan port diff-ing, and an API client for automation workflows.",2018-08-20 18:00:04,3.0,2.0,2018-08-20 18:00:04,0.0
elloza/Android-Developer-Certification,https://github.com/elloza/Android-Developer-Certification/blob/master/images/Architecture%20Diagram.png,5,1,2,24,Java,f7f87d9500caf2158590d657f12ffba67f4cb19e,https://github.com/elloza/Android-Developer-Certification/blob/master/images/Architecture%20Diagram.png?raw=true,This repo is aim to store all useful info for Android developer certification,2017-03-29 11:02:52,1.0,1.0,2017-04-08 17:49:24,10.0
mindspore-ai/mindarmour,https://github.com/mindspore-ai/mindarmour/blob/master/docs/fuzzer_architecture_en.png,87,13,15,664,Python,9cd825b416916c9cda5a7f3623b39b086d16275c,https://github.com/mindspore-ai/mindarmour/blob/master/docs/fuzzer_architecture_en.png?raw=true,A tool box for MindSpore users to enhance model security and trustworthiness.,2020-03-27 16:26:31,1.0,1.0,2020-09-22 02:28:06,178.0
SecHack365-Fans/PyJailBreak,https://github.com/SecHack365-Fans/PyJailBreak/blob/main/assets/architecture.png,8,2,2,164,TypeScript,a3f54d0900d7f11a0f880097532c571d54b74ad9,https://github.com/SecHack365-Fans/PyJailBreak/blob/main/assets/architecture.png?raw=true,Black box automated vulnerability scanning tool for Python servers,2022-07-21 07:00:03,1.0,1.0,2022-09-08 18:02:58,49.0
madderle/Capstone-Realtime-Streaming-Analytics,https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/blob/master/Documentation/Images/Architecture_Overall.png,2,1,1,153,Jupyter Notebook,04c2dacff600be3747be2185c0601167564bcb8a,https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/blob/master/Documentation/Images/Architecture_Overall.png?raw=true,Build and deploy a model to accomplish real time Twitter and Stock Analysis,2018-01-23 02:33:12,2.0,1.0,2018-03-12 02:45:35,48.0
IBM/IBM-Spectrum-Scale-Security-Posture,https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/blob/master/SecurityPostureArchitecture.jpg,3,4,3,15,Python,ff1a283b00deadaefa12729e4414463c0ac81717,https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/blob/master/SecurityPostureArchitecture.jpg?raw=true,IBM spectrum scale security posture.,2020-05-05 15:02:54,2.0,1.0,2020-05-08 12:25:56,2.0
freenowtech/AndroidCI,https://github.com/mytaxi/AndroidCI/blob/master/screenshots/jenkins_architecture.png,3,1,1,38,,a473893f70ca1f085bade86f9205e9b770049c1a,https://github.com/mytaxi/AndroidCI/blob/master/screenshots/jenkins_architecture.png?raw=true,,2018-06-10 22:10:59,1.0,1.0,2018-06-13 13:49:22,2.0
linhao1998/ChatGPTClient,https://github.com/linhao1998/ChatGPTClient/blob/master/.\images\chatgpt_architecture.png,5,1,0,44,Kotlin,0274ff5964842de694235f852f3ddc96b578690f,https://github.com/linhao1998/ChatGPTClient/blob/master/.\images\chatgpt_architecture.png?raw=true,ChatGPTClient is a Android app for GPT-3.5 (OpenAI API).,2023-03-28 12:57:03,,,,
zeropaper/visual-fiha,https://github.com/zeropaper/visual-fiha/blob/main/architecture.drawio.png,16,2,5,321,TypeScript,edd7d88f0310bbb5de9e7c589f02b23251fad12c,https://github.com/zeropaper/visual-fiha/blob/main/architecture.drawio.png?raw=true,"A VS Code, NodeJS and HTML5 based VJing tool for creative and live coders.",2021-06-29 08:41:21,1.0,1.0,2021-09-06 18:53:56,69.0
eProsima/FIWARE-SH,https://github.com/eProsima/FIWARE-SH/blob/main/docs/images/system-handle-architecture.png,4,7,2,83,C++,2df8bb02bf9c9cdf7e2465438f8e657d96059060,https://github.com/eProsima/FIWARE-SH/blob/main/docs/images/system-handle-architecture.png?raw=true,eProsima's Integration Service System Handle for FIWARE.,2019-04-29 10:41:50,1.0,1.0,2021-05-12 08:16:09,743.0
jsarcher/zilgraph,https://github.com/jsarcher/zilgraph/blob/main/doc/drawio/Zilgraph-Architecture.png,4,1,2,78,Python,1e743258703c3a746f19addd1a791bb7b144fdc5,https://github.com/jsarcher/zilgraph/blob/main/doc/drawio/Zilgraph-Architecture.png?raw=true,Zilgraph - A Zilswap Dashboard,2020-10-31 19:53:43,2.0,1.0,2020-12-10 20:50:24,40.0
jquku/Matrix-Chatbot,https://github.com/jquku/Matrix-Chatbot/blob/master/architecture.png,3,1,1,59,Python,762b0ee3af0779284b144f5642f0c0877ed5ffcb,https://github.com/jquku/Matrix-Chatbot/blob/master/architecture.png?raw=true,"A matrix chatbot with integrated natural language processing, which functions as a digital learning assistant.",2020-05-07 22:47:16,1.0,1.0,2020-08-03 14:17:59,87.0
OpiumProtocol/opium-protocol-v2,https://github.com/OpiumProtocol/opium-protocol-v2/blob/main/docs/opium_v2_architecture.jpg,6,3,4,225,TypeScript,027d9d079079ef896ffc32a5e0daf4d88af39bdd,https://github.com/OpiumProtocol/opium-protocol-v2/blob/main/docs/opium_v2_architecture.jpg?raw=true,Smart contracts of Opium Protocol v2,2021-07-26 12:23:53,1.0,1.0,2021-11-26 18:48:36,123.0
nightingaleproject/Reference-Client,https://github.com/nightingaleproject/Reference-Client/blob/main/resources/architecture.png,3,4,0,119,C#,c67dc6ee7da5279f75958ddfa068d71b286ffad3,https://github.com/nightingaleproject/Reference-Client/blob/main/resources/architecture.png?raw=true,A reference implementation for a client application that uses the NVSS FHIR API,2021-07-07 19:43:28,4.0,1.0,2021-10-04 17:36:30,88.0
dwt0317/Search_Adserver,https://github.com/dwt0317/Search_Adserver/blob/master/img_folder/architecture.png,99,1,63,20,Java,f66e794d0c27ca19566aa59d254b6d16bfb2adef,https://github.com/dwt0317/Search_Adserver/blob/master/img_folder/architecture.png?raw=true,搜索广告系统,2017-02-19 02:36:03,3.0,1.0,2017-02-20 02:53:32,1.0
qaware/cloud-native-weather-javaee,https://github.com/qaware/cloud-native-weather-javaee/blob/main/architecture.png,2,2,2,27,Java,66caa6c46ed5ec7e8275a87d8650d69d50fb0ac5,https://github.com/qaware/cloud-native-weather-javaee/blob/main/architecture.png?raw=true,"A simple weather REST service using Payara Micro, JavaEE and Microprofile APIs.",2022-06-27 22:06:17,2.0,1.0,2022-06-27 23:02:56,0.0
hyper-prog/hasses,https://github.com/hyper-prog/hasses/blob/master/images/architecture.png,22,4,7,25,C,a59cbbb431bea2d0b8ccbeb6276e3c7d3c453fd6,https://github.com/hyper-prog/hasses/blob/master/images/architecture.png?raw=true,Hyper's Asynchronous Server Sent event (SSE) notification Server,2019-01-02 09:28:45,2.0,2.0,2019-01-02 09:33:20,0.0
nrephi/jupyter-spark-hadoop-docker,https://github.com/nrephi/jupyter-spark-hadoop-docker/blob/main/docs/image/cluster-architecture.png,4,1,0,14,Jupyter Notebook,edf7b828bcf086b4335171dbd53e092a049cef04,https://github.com/nrephi/jupyter-spark-hadoop-docker/blob/main/docs/image/cluster-architecture.png?raw=true,,2021-01-03 17:45:39,1.0,1.0,2021-01-03 17:45:39,0.0
IBM/datastax-cassandra-clickstream,https://github.com/IBM/datastax-cassandra-clickstream/blob/main/doc/source/images/architecture.png,4,4,1,19,JavaScript,c5ee183bad811575ead83f96138d1ff080c7cc10,https://github.com/IBM/datastax-cassandra-clickstream/blob/main/doc/source/images/architecture.png?raw=true,Use DataStax Enterprise built on Apache Cassandra as a clickstream database,2021-07-21 20:50:23,2.0,1.0,2021-08-12 20:59:55,22.0
