Repository Name,Image URL,Stars,Contributors,Forks,Repo Commits,Language,SHA,Downloadable URL,Description,First Repo Commit Date,View Commits,View Contributors,First View Commit Date,Difference Between I View Commit and I Repo Commit
darrenyao87/tnn-models,https://github.com/darrenyao87/tnn-models/blob/master/doc/en/imgs/tnn_architect.jpg,73,3,27,62,C++,344a19103adfbb10c216f1746f22fc5928f83467,https://github.com/darrenyao87/tnn-models/blob/master/doc/en/imgs/tnn_architect.jpg?raw=true,,2020-03-23 09:43:41,2.0,1.0,2021-01-18 08:05:59,300.0
whtngus/whtngus.github.io,https://github.com/whtngus/whtngus.github.io/blob/master/_history/bigdata/빅데이터_컴퓨팅_강의/09-13.HIVE_언어/pic/hive_architecture01.PNG,4,2,1,1020,Jupyter Notebook,e84dc67fa327ee39a99aed396adc810f1e5ad7d8,https://github.com/whtngus/whtngus.github.io/blob/master/_history/bigdata/빅데이터_컴퓨팅_강의/09-13.HIVE_언어/pic/hive_architecture01.PNG?raw=true,,2018-07-16 13:04:50,1.0,1.0,2020-08-04 08:43:19,749.0
openshift/configuration-anomaly-detection,https://github.com/openshift/configuration-anomaly-detection/blob/main/images/cad_overview/cad_architecture_dark.png,17,17,26,438,Go,c5bec5cc13c9b59f0b6071108c423b18eb1dffeb,https://github.com/openshift/configuration-anomaly-detection/blob/main/images/cad_overview/cad_architecture_dark.png?raw=true,Configuration anomaly detection for OSD clusters,2022-01-11 21:59:16,2.0,2.0,2023-02-15 12:40:15,399.0
tokencard/contracts,https://github.com/tokencard/contracts/blob/master/docs/high_level_architecture.svg,92,11,45,1234,Go,ea5d68f65ef81b8f3b7bb03b0511874931f67ea5,https://github.com/tokencard/contracts/blob/master/docs/high_level_architecture.svg?raw=true,The Consumer Contract Wallet,2018-05-21 15:58:12,3.0,2.0,2019-05-08 15:02:06,351.0
FAC10/week4-jajascript,https://github.com/FAC10/week4-jajascript/blob/master/public/assets/architecture-diagram.png,6,5,0,126,JavaScript,137cbbe84b7806513c23a4dd5881a65a5e9e9896,https://github.com/FAC10/week4-jajascript/blob/master/public/assets/architecture-diagram.png?raw=true,,2017-03-15 11:57:18,1.0,1.0,2017-03-17 15:33:03,2.0
kubescape/host-scanner,https://github.com/kubescape/host-scanner/blob/master/docs/e2e-test-architecture.png,4,12,12,191,Go,6e97c07e07daee3844dd37dd740b3462bbbd0436,https://github.com/kubescape/host-scanner/blob/master/docs/e2e-test-architecture.png?raw=true,Kubernetes host-sensor project. The host information provider for Kubescape,2021-11-14 15:18:47,1.0,1.0,2023-05-25 12:57:07,556.0
arkaneshiro/Sound-Zone,https://github.com/arkaneshiro/Sound-Zone/blob/master/Documentation/readme-resources/Soundzone_Application_Architecture.png,7,1,0,140,JavaScript,56194a6e3013adedd8367f4a391a09e02621e6f6,https://github.com/arkaneshiro/Sound-Zone/blob/master/Documentation/readme-resources/Soundzone_Application_Architecture.png?raw=true,Soundzone is an application to host and play sounds,2020-05-07 23:13:37,1.0,1.0,2021-02-19 04:56:26,287.0
Enterprise-CMCS/macpro-appian-connector,https://github.com/Enterprise-CMCS/macpro-appian-connector/blob/master/docs/assets/architecture.png,3,9,0,142,JavaScript,2fb3af4c19df3a86fecb9d467c0083b5485a26e2,https://github.com/Enterprise-CMCS/macpro-appian-connector/blob/master/docs/assets/architecture.png?raw=true,MACPro Platform team is working on building a Kafka Connector to stream data changes from Appian to Bigmac.,2023-01-09 18:38:28,1.0,1.0,2023-01-30 16:36:25,20.0
shinesolutions/sitechecker-slackbot,https://github.com/shinesolutions/sitechecker-slackbot/blob/master/docs/architecture.jpg,2,2,0,63,JavaScript,1f927ea264009d10a8fc63cd2e8037c353ba98ed,https://github.com/shinesolutions/sitechecker-slackbot/blob/master/docs/architecture.jpg?raw=true,Serverless Slack bot for checking website availability from multiple locations on the planet,2016-09-16 13:13:30,2.0,1.0,2016-09-23 14:12:10,7.0
lowes/auditor,https://github.com/lowes/auditor/blob/main/docs/auditor-v1-architecture.png,12,5,8,197,Kotlin,9e995377e5dd8669c96a13d79a196737a41cef2b,https://github.com/lowes/auditor/blob/main/docs/auditor-v1-architecture.png?raw=true,Solves the audit needs for any JVM based application.,2020-11-30 08:34:49,1.0,1.0,2022-02-07 09:40:20,434.0
aws-solutions/iot-device-simulator,https://github.com/aws-solutions/iot-device-simulator/blob/main/architecture.png,136,10,84,34,TypeScript,5107a1b88d30dc66dd00d186de446f8bfb01ee1a,https://github.com/aws-solutions/iot-device-simulator/blob/main/architecture.png?raw=true,The IoT Device Simulator solution is a Graphical User Interface (GUI) based engine designed to enable customers to get started quickly assessing AWS IoT services without an existing pool of devices. The IoT Device Simulator helps effortlessly create and simulate thousands of connected devices that are defined by the customer.,2018-03-22 18:57:21,1.0,1.0,2021-11-22 21:53:37,1341.0
KuangRD/Autonomous-Driving,https://github.com/KuangRD/Autonomous-Driving/blob/master/Self-DrivingCarND/Projects/Term3/CarND-Capstone/doc/architecture/architecture.png,2,1,3,103,C++,01c3dbd42c52edf3cbca56f724fdf1e48abf2908,https://github.com/KuangRD/Autonomous-Driving/blob/master/Self-DrivingCarND/Projects/Term3/CarND-Capstone/doc/architecture/architecture.png?raw=true,,2017-03-20 17:34:50,1.0,1.0,2019-04-21 12:32:53,761.0
teamgram/teamgram-server,https://github.com/teamgram/teamgram-server/blob/master/docs/image/architecture-001.png,1468,17,325,740,Go,dbae4d8e8afdb0b4efc80beca9d98d7d42d80c2c,https://github.com/teamgram/teamgram-server/blob/master/docs/image/architecture-001.png?raw=true,Unofficial open source mtproto server written in golang with compatible telegram client.,2018-11-29 00:04:00,1.0,1.0,2022-03-10 03:19:57,1197.0
calmato/gran-book,https://github.com/calmato/gran-book/blob/master/docs/12_backend/01_design/images/architecture.jpeg,5,5,0,2688,Go,7efc56fc6f9783fdf607da804fda8f094f60fcd1,https://github.com/calmato/gran-book/blob/master/docs/12_backend/01_design/images/architecture.jpeg?raw=true,読書管理アプリ,2020-11-02 08:50:00,1.0,1.0,2021-06-01 12:03:09,211.0
lkmSasanga/fas-web-app,https://github.com/lkmSasanga/fas-web-app/blob/master/architecture.png,4,1,3,134,JavaScript,eaaf0d039315756693dca34d3ae8d439502963b9,https://github.com/lkmSasanga/fas-web-app/blob/master/architecture.png?raw=true,Final year project,2021-01-15 07:41:52,1.0,1.0,2021-06-29 03:15:01,164.0
alexprut/earth-defender,https://github.com/alexprut/earth-defender/blob/master/documentation/img/GeneralArchitecture.png,16,2,5,136,Erlang,5d4d8f0832fc74882a701d6a0dedee23fd494648,https://github.com/alexprut/earth-defender/blob/master/documentation/img/GeneralArchitecture.png?raw=true,🚀 A distributed soft real-time 3D single/multiplayer game build with Erlang/OTP and Three.js,2015-05-18 14:33:01,,,,
ShiftLeftSecurity/traceleft,https://github.com/ShiftLeftSecurity/traceleft/blob/master/documentation/traceleft-architecture.png,79,4,15,292,Go,98208a5eab83cce6b082c36903e40e1d1560ce12,https://github.com/ShiftLeftSecurity/traceleft/blob/master/documentation/traceleft-architecture.png?raw=true,"eBPF based syscalls, files and network events tracing framework",2017-04-28 17:14:00,2.0,1.0,2018-09-12 10:20:01,501.0
nasa/cFS,https://github.com/nasa/cFS/blob/main/.github/workflows/Reusable-Workflows-Architecture.svg,577,20,191,625,CMake,f91d4e47ebb840d717c21d3c0d0361be903f6b80,https://github.com/nasa/cFS/blob/main/.github/workflows/Reusable-Workflows-Architecture.svg?raw=true,The Core Flight System (cFS),2017-06-29 18:02:53,1.0,1.0,2021-12-13 13:49:46,1627.0
0xMelkor/ethereum-node,https://github.com/0xMelkor/ethereum-node/blob/main/docs/images/architecture.png,32,1,0,244,Dockerfile,d08cb8c1dea55c971b32e8ea81c44ead97d2bdcf,https://github.com/0xMelkor/ethereum-node/blob/main/docs/images/architecture.png?raw=true,Ethereum node project based on Kubernetes and Google Cloud,2022-10-11 10:05:23,1.0,1.0,2022-11-06 15:58:55,26.0
sfujiwara/terraform-google-ai-platform-notification,https://github.com/sfujiwara/terraform-google-ai-platform-notification/blob/main/img/architecture.png,5,1,2,134,Python,53fdabe22751d9c9efe281326f4437ff861a3868,https://github.com/sfujiwara/terraform-google-ai-platform-notification/blob/main/img/architecture.png?raw=true,Terraform module to notify status changes in Google AI Platform jobs.,2020-12-23 20:27:42,3.0,1.0,2020-12-23 20:28:16,0.0
allegroai/clearml-agent,https://github.com/allegroai/clearml-agent/blob/master/docs/clearml_architecture.png,203,17,78,652,Python,0254279ed5987fbc69cebae245efaea33aec1ff2,https://github.com/allegroai/clearml-agent/blob/master/docs/clearml_architecture.png?raw=true,ClearML Agent - ML-Ops made easy. ML-Ops scheduler & orchestration solution,2019-10-25 19:17:48,1.0,1.0,2021-06-29 04:58:29,612.0
ParaStation/psmpi,https://github.com/ParaStation/psmpi/blob/master/mpich2/modules/ucx/docs/doxygen/Architecture.png,11,6,6,987,C,33474810311a5f5a1d99037d7f908f3b365a5425,https://github.com/ParaStation/psmpi/blob/master/mpich2/modules/ucx/docs/doxygen/Architecture.png?raw=true,,2009-01-14 09:00:17,1.0,1.0,2021-02-09 08:08:08,4408.0
abel-gr/warehouse-robot,https://github.com/abel-gr/warehouse-robot/blob/master/Simulation/Unity/screenshots/software_architecture_unity.png,25,4,8,244,Python,7b26cd85280d97c97a855693cc45a9e6aa44670d,https://github.com/abel-gr/warehouse-robot/blob/master/Simulation/Unity/screenshots/software_architecture_unity.png?raw=true,A swarm of autonomous robots that manage a warehouse's orders and boxes in a collaborative and efficient way. Simulated in Unity and Coppelia.,2021-03-03 13:17:24,1.0,1.0,2021-05-25 15:34:31,83.0
OAID/Tengine,https://github.com/OAID/Tengine/blob/tengine-lite/doc/docs_en/images/architecture.png,4445,81,1030,694,C++,c73708ceb4322ae7c438e4d468178b737fa44cd0,https://github.com/OAID/Tengine/blob/tengine-lite/doc/docs_en/images/architecture.png?raw=true,"Tengine is a lite, high performance, modular inference engine for embedded device ",2020-07-06 12:06:55,2.0,2.0,2021-08-06 00:39:53,395.0
de1ux/statlord,https://github.com/de1ux/statlord/blob/master/docs/architecture.png,2,1,0,80,TypeScript,c936207e069d9da980bc68b7351f6f54dfb1ebfe,https://github.com/de1ux/statlord/blob/master/docs/architecture.png?raw=true,Layout gauges across many embedded devices & displays from one webapp,2019-05-10 00:27:52,1.0,1.0,2020-10-10 17:52:26,519.0
hotshot07/distributed_systems,https://github.com/hotshot07/distributed_systems/blob/main/Images/system-architecture.png,3,6,3,53,Python,d7a705a18a560416b857ad5c8491f2c0748b14ce,https://github.com/hotshot07/distributed_systems/blob/main/Images/system-architecture.png?raw=true,Distributed systems project deployed using Kubernetes,2022-02-15 12:54:05,1.0,1.0,2022-05-02 22:33:05,76.0
fdrennan/ndexr-platform,https://github.com/fdrennan/ndexr-platform/blob/master/airflow/airflower/docs/airflow_architecture.png,23,3,8,545,R,f5e032ade52234530eacf2686d1ec2b101a32e3c,https://github.com/fdrennan/ndexr-platform/blob/master/airflow/airflower/docs/airflow_architecture.png?raw=true,The NDEXR platform code,2020-04-30 03:00:06,1.0,1.0,2020-05-18 23:51:59,18.0
wso2/chef-apim,https://github.com/wso2/chef-apim/blob/master/image/architecture.png,34,3,5,15,HTML,f9c6cbbce77a8ce58706e18c1e3a8f79ff717314,https://github.com/wso2/chef-apim/blob/master/image/architecture.png?raw=true,,2018-03-30 04:47:35,1.0,1.0,2018-04-24 06:44:35,25.0
ra1028/VueFlux,https://github.com/ra1028/VueFlux/blob/master/assets/architecture.png,331,2,18,307,Swift,49d145650677b5c7d33f68036fbdf28e5c8faae8,https://github.com/ra1028/VueFlux/blob/master/assets/architecture.png?raw=true,:recycle: Unidirectional State Management Architecture for Swift - Inspired by Vuex and Flux,2017-10-24 17:54:15,3.0,1.0,2018-01-24 14:46:41,91.0
btcpayserver/btcpayserver-doc,https://github.com/btcpayserver/btcpayserver-doc/blob/master/docs/Development/img/btcpay-architecture-advancing-bitcoin.png,356,120,244,3197,Shell,39688c32d49e0ca402570175bd63daefa3823059,https://github.com/btcpayserver/btcpayserver-doc/blob/master/docs/Development/img/btcpay-architecture-advancing-bitcoin.png?raw=true,BTCPay Server Official Documentation,2017-08-28 15:28:45,,,,
ingeniala/heybluekata,https://github.com/ingeniala/heybluekata/blob/main/Assets/1.3.Architecture%20Characteristics.png,3,5,1,527,HTML,bdc13d42c19bda16639a539324e0d1ac3dd4bb4e,https://github.com/ingeniala/heybluekata/blob/main/Assets/1.3.Architecture%20Characteristics.png?raw=true,"Architecture definition for HeyBlue!, as part of the O'Reilly Architectural Kata fall 2022, by Los Ingenials",2022-10-27 13:37:53,2.0,1.0,2022-11-07 13:50:56,11.0
WeBankFinTech/DeFiBus,https://github.com/WeBankFinTech/DeFiBus/blob/develop/docs/images/features/a-distributing-architecture-in-financial-EN.png,184,6,44,175,Java,847174f6ea25edc0a59c2b063aff753b38711d91,https://github.com/WeBankFinTech/DeFiBus/blob/develop/docs/images/features/a-distributing-architecture-in-financial-EN.png?raw=true,"DeFiBus is a decentralized finacial message bus for microservices, provide request/reply, unicast, multi-cast, broadcast, delay-message etc, and also privide service governance capacity and operation tools.",2019-09-16 03:04:57,4.0,2.0,2019-10-31 02:11:25,44.0
rubenbupe/proyectos-data,https://github.com/rubenbupe/proyectos-data/blob/main/assets/architecture.png,3,3,0,140,Jupyter Notebook,54f18f48706c913caea7f11594710d9d0a8a3da1,https://github.com/rubenbupe/proyectos-data/blob/main/assets/architecture.png?raw=true,Building roof recognition tool,2022-03-02 16:37:53,1.0,1.0,2022-05-04 13:32:01,62.0
open-risk/Open_Risk_API,https://github.com/open-risk/Open_Risk_API/blob/master/Architecture.png,13,1,8,14,Python,e385ae9d3e8da2d5e3e0142cb7c193df1b53c62a,https://github.com/open-risk/Open_Risk_API/blob/master/Architecture.png?raw=true,An API for interconnected risk models and risk data,2015-05-31 18:40:24,1.0,1.0,2015-05-31 19:21:42,0.0
redbadger/crux,https://github.com/redbadger/crux/blob/master/crux_core/architecture.svg,1060,12,27,1050,Rust,72abb628094fb5eb23f9cee9b2d151e121bea047,https://github.com/redbadger/crux/blob/master/crux_core/architecture.svg?raw=true,Cross-platform app development in Rust,2022-10-07 14:45:04,3.0,1.0,2023-02-13 13:26:10,128.0
sup2is/e-commerce-project,https://github.com/sup2is/e-commerce-project/blob/master/architecture.png,2,1,0,197,Java,3ddff51c04ed9fc6168d2494179f4f78062b6a33,https://github.com/sup2is/e-commerce-project/blob/master/architecture.png?raw=true,Spring Cloud로 작성하는 E-Commerce 플랫폼,2020-08-13 13:26:21,1.0,1.0,2020-10-05 23:45:34,53.0
6boris/web3-template,https://s.gin.sh/develop/web3/web3_architecture.png,122,1,0,20,Go,795ba8906b28129673b8136e62a74b030be58884,https://s.gin.sh/develop/web3/web3_architecture.png,A Web3 project,2023-06-21 13:13:32,,,,
AhmedAbdelGawadFarag/Shams-Personal-Assistant,https://github.com/AhmedAbdelGawadFarag/Shams-Personal-Assistant/blob/master/images/system_architecture.png,3,1,2,11,Java,49455c5207b71ed47dca960c85359302cb57e906,https://github.com/AhmedAbdelGawadFarag/Shams-Personal-Assistant/blob/master/images/system_architecture.png?raw=true,Shams is an Arabic Virtual Assistant that helps you to perform command in Egyptian accent,2022-07-26 09:02:25,1.0,1.0,2023-02-09 02:34:04,197.0
readium/architecture,https://github.com/readium/architecture/blob/master/other/images/architecture.svg,155,17,31,363,JavaScript,e3a23f0d771e804e3f34dba828e6eeec5e12a894,https://github.com/readium/architecture/blob/master/other/images/architecture.svg?raw=true,📚 Documents the architecture of the Readium project,2016-09-07 17:59:38,1.0,1.0,2019-10-02 17:03:19,1119.0
Nishu0/anime_nft_marketplace,https://github.com/Nishu0/anime_nft_marketplace/blob/main/assets/Architecture.png,4,1,3,27,JavaScript,cfee1ae37511286075eb2901b41358705f47875f,https://github.com/Nishu0/anime_nft_marketplace/blob/main/assets/Architecture.png?raw=true,,2022-08-31 07:01:06,1.0,1.0,2022-10-25 16:07:14,55.0
ertis-research/lwm2m-blockchain,https://github.com/ertis-research/lwm2m-blockchain/blob/master/images/architecture.png,8,2,2,98,Jupyter Notebook,442cf609f36230afe6170e9f61cc139dcec7e2d9,https://github.com/ertis-research/lwm2m-blockchain/blob/master/images/architecture.png?raw=true,"In this repository, the LWM2M protocol is integrated with blockchain to improve reliability and auditability. This integration also provides a secure ledger to store critical information like anomalies. The Java implementation of LWM2M, Leshan, and Ethereum testnet Ropsten have been be used for this purpose.",2020-04-29 14:17:22,1.0,1.0,2020-07-23 11:39:02,84.0
geovanegodoi/MicroServicesPOC,https://github.com/geovanegodoi/MicroServicesPOC/blob/master/images/macro-architecture.png,4,1,0,108,C#,c0abc4e7ff7fbbafd468bbb333ecebd1e25cbf87,https://github.com/geovanegodoi/MicroServicesPOC/blob/master/images/macro-architecture.png?raw=true,,2022-02-18 18:59:51,4.0,1.0,2022-02-18 20:25:43,0.0
gpsnmeajp/VirtualMotionTracker,https://github.com/gpsnmeajp/VirtualMotionTracker/blob/master/doc/Architecture.png,297,2,24,284,C++,336155b93e2049195b2bc707d959c8207b3da1ef,https://github.com/gpsnmeajp/VirtualMotionTracker/blob/master/doc/Architecture.png?raw=true,Virtual Motion Tracker - バーチャルモーショントラッカー OpenVR OSC Tracker Driver for DIY users,2020-06-20 04:08:26,4.0,1.0,2020-06-21 02:53:03,0.0
intel/edge-insights-vision,https://github.com/intel/edge-insights-vision/blob/main/images/Architecture.png,8,2,1,12,Shell,ff6a780f9455854b215bb422b9b492d63c607798,https://github.com/intel/edge-insights-vision/blob/main/images/Architecture.png?raw=true,Edge Insights for Vision (eiv) is a package that helps to auto install Intel® GPU drivers and setup environment for Inference application development using OpenVINO™ toolkit,2023-05-18 11:05:49,2.0,1.0,2023-06-25 19:35:37,38.0
mendhak/gpslogger,https://github.com/mendhak/gpslogger/blob/master/assets/gpslogger_architecture.png,1771,88,597,2811,Java,015fc3a1d22d0c0bcdbcdbb2c45da1e0c2cdc389,https://github.com/mendhak/gpslogger/blob/master/assets/gpslogger_architecture.png?raw=true,:satellite: Lightweight GPS Logging Application For Android.,2010-02-05 11:25:40,1.0,1.0,2015-05-04 12:16:47,1914.0
mrubash1/trainspotting,https://github.com/mrubash1/trainspotting/blob/master/figures/architecture.png,2,2,0,10,Jupyter Notebook,aca077ef626aabf949fa4e37266023687ae16044,https://github.com/mrubash1/trainspotting/blob/master/figures/architecture.png?raw=true,Transporting Blog Post,2016-07-05 16:33:56,1.0,1.0,2017-03-05 23:54:23,243.0
JessNah/BeeGreen,https://github.com/JessNah/BeeGreen/blob/main/Doc/Images/Architecture.png,2,2,1,115,TypeScript,9e782304269618141aef898fe62fef691b08efbf,https://github.com/JessNah/BeeGreen/blob/main/Doc/Images/Architecture.png?raw=true,"BeeGreen online shopping browser extension and website which delivers sustainability data to consumers, directly to their shopping carts. This package was implemented using React, TypeScript, and LoopBack 4 and uses the IBM Carbon Design System. The database used for all data storage is IBM Cloudant.",2021-05-07 01:26:38,1.0,1.0,2021-06-18 20:02:46,42.0
JuliaParallel/DagScheduler.jl,https://github.com/JuliaParallel/DagScheduler.jl/blob/master/dag_scheduler_architecture.png,7,3,2,123,Julia,00859c8f12589166443a04f71a57cacc5b4ccaf1,https://github.com/JuliaParallel/DagScheduler.jl/blob/master/dag_scheduler_architecture.png?raw=true,,2017-11-20 03:40:40,1.0,1.0,2018-05-01 12:16:51,162.0
FPriv/factom-harmony-connect-python-sdk,https://github.com/FPriv/factom-harmony-connect-python-sdk/blob/master/documentation/pictures/architecture.jpg,7,7,3,194,Python,b853596e7ca15205e1b431f0d8af6ba423365fc7,https://github.com/FPriv/factom-harmony-connect-python-sdk/blob/master/documentation/pictures/architecture.jpg?raw=true,A Software Development Kit for implementing Harmony Connect,2019-01-19 00:35:55,4.0,3.0,2019-03-14 07:14:33,54.0
yoshixmk/remarks,https://github.com/yoshixmk/remarks/blob/master/architecture.jpg,2,1,0,23,JavaScript,1b3d71e5aacd543de671d997c08e6273173eb6e7,https://github.com/yoshixmk/remarks/blob/master/architecture.jpg?raw=true,"Measure the number of times that I have spoken, and publish it.  In addition, my travelogue in China.",2019-07-01 14:19:55,1.0,1.0,2021-09-18 12:57:39,809.0
miztiik/aws-real-time-use-cases,https://github.com/miztiik/aws-real-time-use-cases/blob/master/200-Compute-Redis-Caching-Best-Practices/images/miztiik_what_to_cache_architecture_00.png,63,5,267,177,,58677a496271629858deb400a6e65141c72be61e,https://github.com/miztiik/aws-real-time-use-cases/blob/master/200-Compute-Redis-Caching-Best-Practices/images/miztiik_what_to_cache_architecture_00.png?raw=true,Repo of quick starts for real time AWS use cases 🎓,2019-04-06 21:47:38,1.0,1.0,2020-11-09 15:10:00,582.0
gapfish/deployer,https://github.com/gapfish/deployer/blob/master/doc/deployer_architecture.jpg,5,7,1,145,Ruby,c582cb7c4f965fd21a10b8f0484da2bf6f2bc108,https://github.com/gapfish/deployer/blob/master/doc/deployer_architecture.jpg?raw=true,Deployment automation for applications on kubernetes.,2017-06-14 10:13:01,1.0,1.0,2017-06-14 10:13:01,0.0
TinkerWorks/HomeSensorHub,https://github.com/TinkerWorks/HomeSensorHub/blob/master/docs/top_level_architecture.png,3,2,2,241,Python,cb20df9fc8d80253f0e47ff83ec9df471f74cc20,https://github.com/TinkerWorks/HomeSensorHub/blob/master/docs/top_level_architecture.png?raw=true,,2020-01-20 19:15:08,2.0,1.0,2020-08-18 14:30:01,210.0
vinijmoura/Azure-DevOps,https://github.com/vinijmoura/Azure-DevOps/blob/master/AllReports/images/Architecture.png,714,3,210,284,PowerShell,17a7b23b9220100da2e89ad8506965eed8ced93b,https://github.com/vinijmoura/Azure-DevOps/blob/master/AllReports/images/Architecture.png?raw=true,"Data extraction and Power BI report that generate management informations about your Azure DevOps organization. Using Azure DevOps CLI and Azure DevOps REST API, PowerShell scripts extract data from Azure DevOps, store this information in an Azure SQL Database and shows them in a Power BI report.",2020-05-04 01:24:45,1.0,1.0,2022-05-09 21:21:48,735.0
OpenRoberta/robertalab-ev3dev,https://github.com/OpenRoberta/robertalab-ev3dev/blob/develop/docs/architecture.png,17,10,14,309,Python,4a8001ef0a3e85480505365df7d3b61c12dfe899,https://github.com/OpenRoberta/robertalab-ev3dev/blob/develop/docs/architecture.png?raw=true,roberta lab connector for ev3dev,2015-07-24 06:52:43,2.0,1.0,2021-04-30 07:39:27,2107.0
ibm-hyperknowledge/hklib,https://github.com/ibm-hyperknowledge/hklib/blob/main/docs/images/Architecture.jpg,5,10,3,439,JavaScript,1236c51964b08a6b3889a230cdd30fb69d61bd6b,https://github.com/ibm-hyperknowledge/hklib/blob/main/docs/images/Architecture.jpg?raw=true,A NodeJS library to provide software abstractions for accessing hyperknowledge graphs,2020-01-06 16:20:42,1.0,1.0,2022-06-02 18:42:34,878.0
IBM/cognos-analytics-to-visualize-business-data,https://github.com/IBM/cognos-analytics-to-visualize-business-data/blob/master/doc/source/images/architecture.png,10,4,7,31,JavaScript,65a8da469026bce330ff4e01b94667c3084aa076,https://github.com/IBM/cognos-analytics-to-visualize-business-data/blob/master/doc/source/images/architecture.png?raw=true,Visualize customer insights with business data for product performance analysis,2020-05-14 21:35:17,4.0,2.0,2020-05-15 14:08:11,0.0
beston123/Tarzan,https://github.com/beston123/tevent/blob/master/doc/development/Architecture.png,84,1,50,86,Java,5457760934a95e3516bb37c5d8ad2d2d60546dc1,https://github.com/beston123/tevent/blob/master/doc/development/Architecture.png?raw=true,可靠事件系统，Tarzan取自电影《人猿泰山》的英文名，用于保证消息生产者的消息被可靠投递,2016-10-11 09:59:25,1.0,1.0,2017-03-09 09:33:00,148.0
serverdevcamp/camp4_quadcore,https://github.com/serverdevcamp/camp4_quadcore/blob/master/server/DataPipeline/img/architecture.png,4,4,2,191,CSS,e3f2ff4b70575aae2f7b5fc6c8a675b181f50a6e,https://github.com/serverdevcamp/camp4_quadcore/blob/master/server/DataPipeline/img/architecture.png?raw=true,"Smilegate Server Dev Camp 4th : Team ""QuadCore""",2020-02-04 01:30:29,1.0,1.0,2020-03-05 09:09:05,30.0
heli-os/member-invitation-java-springboot,https://github.com/heli-os/member-invitation-java-springboot/blob/main/docs/overall-architecture.png,92,1,13,10,Java,3d2ead5de3c38437667814699890ccd0cff60f1d,https://github.com/heli-os/member-invitation-java-springboot/blob/main/docs/overall-architecture.png?raw=true,회원 초대 생성/수락 간단 예제 | java springboot,2022-11-29 09:11:22,1.0,1.0,2022-11-30 11:29:24,1.0
itays123/partydeck,https://github.com/itays123/partydeck/blob/main/architecture.png,98,1,15,712,TypeScript,d8f57de38c0e270b3525888a319a2b5b0333dd06,https://github.com/itays123/partydeck/blob/main/architecture.png?raw=true,A cool online card game!,2020-10-27 07:01:11,1.0,1.0,2021-08-12 15:22:53,289.0
liyangbing/rocketmq-http-gateway,https://github.com/liyangbing/rocketmq-http-gateway/blob/master/docs/images/architecture.jpg,8,1,3,19,Java,e49fa4d9acec266564d4a32e9f090bca7bc8d601,https://github.com/liyangbing/rocketmq-http-gateway/blob/master/docs/images/architecture.jpg?raw=true,,2020-04-04 04:12:27,4.0,1.0,2020-04-06 07:20:58,2.0
zeromicro/zero-doc,https://github.com/zeromicro/zero-doc/blob/main/doc/images/architecture-en.png,499,55,284,506,JavaScript,26d8660c14728251e817eede122abfcc44a37398,https://github.com/zeromicro/zero-doc/blob/main/doc/images/architecture-en.png?raw=true,The docs for go-zero,2020-10-04 14:53:40,7.0,1.0,2020-10-04 15:02:16,0.0
chsakell/planet-scale-azure,https://github.com/chsakell/planet-scale-azure/blob/master/Online.Store/wwwroot/images/app/schema-architecture.png,23,1,15,248,C#,4f555c7369b0499f22331edbf11c6b105f61cdd8,https://github.com/chsakell/planet-scale-azure/blob/master/Online.Store/wwwroot/images/app/schema-architecture.png?raw=true,Globally-distributed applications with Microsoft Azure - Free e-book,2017-08-27 11:03:13,1.0,1.0,2018-01-29 19:16:18,155.0
GoogleCloudPlatform/analytics-componentized-patterns,https://github.com/GoogleCloudPlatform/analytics-componentized-patterns/blob/master/retail/propensity-model/bqml/images/MLOPs-Pipeline-Architecture.png,164,11,91,308,Jupyter Notebook,51329bab5c0e2812f07b1a4addf38c0a71a6939d,https://github.com/GoogleCloudPlatform/analytics-componentized-patterns/blob/master/retail/propensity-model/bqml/images/MLOPs-Pipeline-Architecture.png?raw=true,,2020-07-28 12:40:13,1.0,1.0,2020-09-08 15:05:02,42.0
exmgr/GatewayXM,https://github.com/exmgr/GatewayXM/blob/master/images/architecture.png,6,3,5,19,,283c3afa829469199201652b3a6b81d7a56bddf3,https://github.com/exmgr/GatewayXM/blob/master/images/architecture.png?raw=true,Eclipse AGAIL extended with Thingsboard and ESP32,2018-04-02 13:44:13,4.0,3.0,2018-05-31 15:22:54,59.0
oovk/dataengg-covid19-aws,https://github.com/oovk/dataengg-covid19-aws/blob/main/architecture.png,2,1,0,13,Jupyter Notebook,2258effc0bed36835ad68cd2fc95f6b61c162685,https://github.com/oovk/dataengg-covid19-aws/blob/main/architecture.png?raw=true,Data Engineering Project on COVID-19 DataLake by AWS,2021-12-22 08:35:49,1.0,1.0,2021-12-22 08:44:21,0.0
ndsev/zswag,https://github.com/ndsev/zswag/blob/master/doc/zswag-architecture.png,11,4,4,292,C++,9a0380f4d235bf4092ec871ffaa8a73a25cb6025,https://github.com/ndsev/zswag/blob/master/doc/zswag-architecture.png?raw=true,Access/Serve zserio services via REST/OpenAPI 🌍.,2020-04-06 11:07:07,3.0,1.0,2021-03-29 16:18:30,357.0
